ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2246,Acyl-CoA 6-desaturase,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,,FADS2,FADS2,HGNC:3575,Humans,DB00132
2247,Very long chain fatty acid elongase 4,ELOVL4,12044051,AF279654,Q9GZR5,ELOV4_HUMAN,,ELOVL4,ELOVL4,HGNC:14415,Humans,DB09568
2252,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,2351037,AB006202,O14521,DHSD_HUMAN,8GS8,SDHD,SDHD,HGNC:10683,Humans,DB00756
2329,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985,AY423045,Q8N0U8,VKORL_HUMAN,,VKORC1L1,VKORC1L1,HGNC:21492,Humans,DB00170
2340,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,3776098,AJ012188,O75899,GABR2_HUMAN,4F11; 4F12; 4MQE; 4MQF; 4MR7; 4MR8; 4MR9; 4MRM; 4MS1; 4MS3; 4MS4; 4PAS; 6M8R; 6OCP; 6UO8; 6UO9; 6UOA; 6VJM; 6W2X; 6WIV; 7C7Q; 7C7S; 7CA3; 7CA5; 7CUM; 7EB2,GABBR2,GABBR2,HGNC:4507,Humans,DB00181; DB00996; DB01440; DB02530
2341,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,2MAW; 5AFH; 5AFJ; 5AFK; 5AFL; 5AFM; 5AFN; 7EKI; 7EKP; 7EKT; 7KOO; 7KOQ; 7KOX; 7RPM; 8C9X; 8CAU; 8CE4; 8CI1; 8CI2; 8F4V; 8P1H; 8UT1; 8UTB; 8UZJ; 8V80; 8V82; 8V86; 8V88; 8V89; 8V8A; 8V8C; 8V8D,CHRNA7,CHRNA7,HGNC:1960,Humans,DB00184; DB00246; DB00333; DB00674; DB01221; DB08823; DB19353
2344,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,,GABRB1,GABRB1,HGNC:4081,Humans,DB00431
2345,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,4COF; 5O8F; 5OJM; 6A96; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6QFA; 7PBD; 7PBZ; 7PC0; 7QN5; 7QN6; 7QN7; 7QN8; 7QN9; 7QNA; 7QNB; 7QNC; 7QND; 7QNE; 8PVB,GABRB3,GABRB3,HGNC:4083,Humans,DB00592; DB00818; DB06716
2346,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,6D6T; 6D6U; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN,GABRB2,GABRB2,HGNC:4082,Humans,DB00189; DB00395; DB00818; DB02530; DB06716; DB11859
2347,Proteasome subunit beta type-1,PSMB1,220026,D00761,P20618,PSB1_HUMAN,4R3O; 4R67; 5A0Q; 5GJQ; 5GJR; 5L4G; 5L5B; 5L5D; 5L5E; 5L5F; 5L5H; 5L5I; 5L5J; 5L5O; 5L5P; 5L5Q; 5L5R; 5L5S; 5L5T; 5L5U; 5L5V; 5L5W; 5L5X; 5L5Y; 5L5Z; 5L60; 5L61; 5L62; 5L63; 5L64; 5LE5; 5LEX; 5LEY; 5LEZ; 5LF0; 5LF1; 5LF3; 5LF4; 5LF6; 5LF7; 5LN3; 5M2B; 5M32; 5T0C; 5T0G; 5T0H; 5T0I; 5T0J; 5VFO; 5VFP; 5VFQ; 5VFR; 5VFS; 5VFT; 5VFU; 6AVO; 6E5B; 6KWY; 6MSB; 6MSD; 6MSE; 6MSG; 6MSH; 6MSJ; 6MSK; 6R70; 6REY; 6RGQ; 6WJD; 6WJN; 6XMJ; 7AWE; 7B12; 7LXV; 7NAN; 7NAO; 7NAP; 7NAQ; 7NHT; 7PG9; 7QXN; 7QXP; 7QXU; 7QXW; 7QXX; 7QY7; 7QYA; 7QYB; 7V5G; 7V5M; 7W37; 7W38; 7W39; 7W3A; 7W3B; 7W3C; 7W3F; 7W3G; 7W3H; 7W3I; 7W3J; 7W3K; 7W3M; 8BZL; 8CVR; 8CVS; 8CVT; 8CXB; 8QYN; 8QYO; 8QYS; 8QZ9; 8UD9,PSMB1,PSMB1,HGNC:9537,Humans,DB00188; DB08889
2348,Proteasome subunit beta type-5,PSMB5,558526,D29011,P28074,PSB5_HUMAN,4R3O; 4R67; 5A0Q; 5GJQ; 5GJR; 5L4G; 5L5W; 5L5X; 5L5Y; 5L5Z; 5L60; 5L61; 5L62; 5L63; 5L64; 5LE5; 5LEX; 5LEY; 5LEZ; 5LF0; 5LF1; 5LF3; 5LF4; 5LF6; 5LF7; 5LN3; 5M32; 5T0C; 5T0G; 5T0H; 5T0I; 5T0J; 5VFO; 5VFP; 5VFQ; 5VFR; 5VFS; 5VFT; 5VFU; 6KWY; 6MSB; 6MSD; 6MSE; 6MSG; 6MSH; 6MSJ; 6MSK; 6R70; 6REY; 6RGQ; 6WJD; 6WJN; 6XMJ; 7LXV; 7NAN; 7NAO; 7NAP; 7NAQ; 7NHT; 7PG9; 7QXN; 7QXP; 7QXU; 7QXW; 7QXX; 7QY7; 7QYA; 7QYB; 7V5G; 7V5M; 7W37; 7W38; 7W39; 7W3A; 7W3B; 7W3C; 7W3F; 7W3G; 7W3H; 7W3I; 7W3J; 7W3K; 7W3M; 8BZL; 8CVR; 8CVS; 8CVT; 8CXB; 8QYN; 8QYO; 8QYS; 8QZ9; 8UD9,PSMB5,PSMB5,HGNC:9542,Humans,DB00188; DB08889; DB09570
2349,Proteasome subunit beta type-2,PSMB2,565649,D26599,P49721,PSB2_HUMAN,4R3O; 4R67; 5A0Q; 5GJQ; 5GJR; 5L4G; 5LE5; 5LEX; 5LEY; 5LEZ; 5LF0; 5LF1; 5LF3; 5LF4; 5LF6; 5LF7; 5LN3; 5M32; 5T0C; 5T0G; 5T0H; 5T0I; 5T0J; 5VFO; 5VFP; 5VFQ; 5VFR; 5VFS; 5VFT; 5VFU; 6AVO; 6E5B; 6KWY; 6MSB; 6MSD; 6MSE; 6MSG; 6MSH; 6MSJ; 6MSK; 6R70; 6REY; 6RGQ; 6WJD; 6WJN; 6XMJ; 7AWE; 7B12; 7LXV; 7NAN; 7NAO; 7NAP; 7NAQ; 7NHT; 7PG9; 7QXN; 7QXP; 7QXU; 7QXW; 7QXX; 7QY7; 7QYA; 7QYB; 7V5G; 7V5M; 7W37; 7W38; 7W39; 7W3A; 7W3B; 7W3C; 7W3F; 7W3G; 7W3H; 7W3I; 7W3J; 7W3K; 7W3M; 8BZL; 8CVR; 8CVS; 8CVT; 8CXB; 8QYM; 8QYN; 8QYO; 8QYS; 8QZ9; 8UD9,PSMB2,PSMB2,HGNC:9539,Humans,DB08889
2353,"3',5'-cyclic-AMP phosphodiesterase 4C",PDE4C,727223,Z46632,Q08493,PDE4C_HUMAN,2QYM,PDE4C,PDE4C,HGNC:8782,Humans,DB00651; DB05219
2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,8HLP; 8HMA; 8HMB,CACNB2,CACNB2,HGNC:1402,Humans,DB00270; DB00393; DB00401; DB00622; DB01023; DB01054; DB01115; DB04855; DB06712
2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,2VAY; 6B27,CACNA1S,CACNA1S,HGNC:1397,Humans,DB00270; DB00393; DB00401; DB00568; DB00898; DB01023; DB01054; DB04855; DB04920; DB09090
2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,2D46,CACNB4,CACNB4,HGNC:1404,Humans,DB00393; DB04855
2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,,CACNA1F,CACNA1F,HGNC:1393,Humans,DB00393; DB00568; DB04855; DB04920
2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,7MIX; 7MIY; 7UHF; 7UHG; 8E59; 8E5A; 8E5B; 8EPL; 8FHS; 8WE6; 8WE7; 8WE8; 8WE9; 8X90; 8X91; 8X93,CACNB3,CACNB3,HGNC:1403,Humans,DB00393; DB04855
2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,3LV3; 7UHF; 7UHG; 8E59; 8E5A; 8E5B,CACNA1D,CACNA1D,HGNC:1391,Humans,DB00270; DB00393; DB00401; DB00568; DB00622; DB00898; DB01023; DB01054; DB01115; DB04855; DB04920; DB06712; DB09237; DB09238
2360,Dihydropteroate synthetase,,505177,Z30658,Q27738,Q27738_PLAFA,,,,,Plasmodium falciparum,DB00359; DB00664; DB01145; DB01299; DB06147
2361,Probable pyruvate-flavodoxin oxidoreductase,ydbK,1787642,U00096,P52647,NIFJ_ECOLI,,,,,Escherichia coli (strain K12),DB00698
2362,Cytochrome P450 3A5,CYP3A5,181346,J04813,P20815,CP3A5_HUMAN,5VEU,CYP3A5,CYP3A5,HGNC:2638,Humans,DB09065
2363,Cytochrome P450 2D6,CYP2D6,181350,M20403,P10635,CP2D6_HUMAN,2F9Q; 3QM4; 3TBG; 3TDA; 4WNT; 4WNU; 4WNV; 4WNW; 4XRY; 4XRZ; 5TFT; 5TFU; 6CSB; 6CSD,CYP2D6,CYP2D6,HGNC:2625,Humans,DB01437
2365,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,4BKX; 5ICN; 6Z2J; 6Z2K; 7AO8; 7AO9; 7AOA; 7SME,HDAC1,HDAC1,HGNC:4852,Humans,DB02546; DB06176; DB06603; DB06819; DB12645
2366,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,3MAX; 4LXZ; 4LY1; 5IWG; 5IX0; 6G3O; 6WBW; 6WBZ; 6WHN; 6WHO; 6WHQ; 6WHZ; 6WI3; 6XDM; 6XEB; 6XEC; 7JS8; 7KBG; 7KBH; 7LTG; 7LTK; 7LTL; 7MOS; 7MOT; 7MOX; 7MOY; 7MOZ; 7ZZO; 7ZZP; 7ZZR; 7ZZS; 7ZZT; 7ZZU; 7ZZW; 8A0B; 8BPA; 8BPB; 8BPC; 8C60,HDAC2,HDAC2,HGNC:4853,Humans,DB00277; DB01223; DB01303; DB02546; DB06176; DB09091
2367,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,4A69,HDAC3,HDAC3,HGNC:4854,Humans,DB02546
2368,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,3C5K; 3GV4; 3PHD; 5B8D; 5EDU; 5KH3; 5KH7; 5KH9; 5WBN; 5WPB; 6CE6; 6CE8; 6CEA; 6CEC; 6CED; 6CEE; 6CEF; 7ZYU; 8G43; 8G44; 8G45,HDAC6,HDAC6,HGNC:14064,Humans,DB02546
2370,Calcitonin gene-related peptide 2,CALCB,,BC092468,P10092,CALCB_HUMAN,,CALCB,CALCB,HGNC:1438,Humans,DB14040; DB14041; DB14042
2371,Neuromedin-K receptor,TACR3,,M89473,P29371,NK3R_HUMAN,8JBF,TACR3,TACR3,HGNC:11528,Humans,DB15669
2372,Protein farnesyltransferase subunit beta,FNTB,,L00635,P49356,FNTB_HUMAN,1JCQ; 1LD7; 1LD8; 1MZC; 1S63; 1SA4; 1TN6; 2F0Y; 2H6F; 2H6G; 2H6H; 2H6I; 2IEJ; 3E37,FNTB,FNTB,HGNC:3785,Humans,DB06448
2373,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,,L10413,P49354,FNTA_HUMAN,1JCQ; 1LD7; 1LD8; 1MZC; 1S63; 1SA4; 1TN6; 2F0Y; 2H6F; 2H6G; 2H6H; 2H6I; 2IEJ; 3E37,FNTA,FNTA,HGNC:3782,Humans,DB06448
2375,Prostaglandin E2 receptor EP3 subtype,PTGER3,,S69200,P43115,PE2R3_HUMAN,6AK3; 6M9T; 7WU9; 8GDC,PTGER3,PTGER3,HGNC:9595,Humans,DB00770; DB00905; DB00917; DB00929; DB08964; DB11113; DB12789
2379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,,Z29090,P42336,PK3CA_HUMAN,2ENQ; 2RD0; 3HHM; 3HIZ; 3ZIM; 4JPS; 4L1B; 4L23; 4L2Y; 4OVU; 4OVV; 4TUU; 4TV3; 4WAF; 4YKN; 4ZOP; 5DXH; 5DXT; 5FI4; 5ITD; 5SW8; 5SWG; 5SWO; 5SWP; 5SWR; 5SWT; 5SX8; 5SX9; 5SXA; 5SXB; 5SXC; 5SXD; 5SXE; 5SXF; 5SXI; 5SXJ; 5SXK; 5UBR; 5UK8; 5UKJ; 5UL1; 5XGH; 5XGI; 5XGJ; 6GVF; 6GVG; 6GVH; 6GVI; 6NCT; 6OAC; 6PYS; 6VO7; 7JIU; 7K6M; 7K6N; 7K6O; 7K71; 7L1B; 7L1C; 7L1D; 7MLK; 7MYN; 7MYO; 7PG5; 7PG6; 7R9V; 7R9Y; 7RRG; 7TZ7; 8AM0; 8BFU; 8DCP; 8DCX; 8DD4; 8DD8; 8EXL; 8EXO; 8EXU; 8EXV; 8GUA; 8GUB; 8GUD; 8ILR; 8ILS; 8ILV; 8OW2; 8SBC; 8SBJ; 8TDU; 8TGD; 8TS7; 8TS8; 8TS9; 8TSA; 8TSB; 8TSC; 8TSD; 8TU6; 8TWY; 8V8H; 8V8I; 8V8J; 8V8U; 8V8V; 8W9A; 8W9B,PIK3CA,PIK3CA,HGNC:8975,Humans,DB12015; DB12483; DB15275
2386,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,1AUE; 1FAP; 1NSG; 2FAP; 2GAQ; 2NPU; 2RSE; 3FAP; 3JBZ; 4DRH; 4DRI; 4DRJ; 4FAP; 4JSN; 4JSP; 4JSV; 4JSX; 4JT5; 4JT6; 5FLC; 5GPG; 5H64; 5WBH; 5WBU; 5WBY; 5ZCS; 6BCU; 6BCX; 6M4U; 6M4W; 6SB0; 6SB2; 6ZWM; 6ZWO; 7EPD; 7OWG; 7PE7; 7PE8; 7PE9; 7PEA; 7PEB; 7PEC; 7TZO; 7UXC; 7UXH; 8ER6; 8ER7; 8ERA; 8PPZ; 9F44; 9F45,MTOR,FRAP1,HGNC:3942,Humans,DB00337; DB00877; DB01590; DB06287; DB11978
2387,Nuclear factor NF-kappa-B p100 subunit,NFKB2,,X61498,Q00653,NFKB2_HUMAN,1A3Q; 2D96; 3DO7; 4OT9; 5ZMC; 7CLI; 7VUP; 7VUQ; 7W7L; 8G8Q; 8G8S,NFKB2,NFKB2,HGNC:7795,Humans,DB06439; DB13063
2388,DNA gyrase subunit B,gyrB,,X71437,P0A0K8,GYRB_STAAU,3G75; 3G7B; 3TTZ; 3U2D; 3U2K; 4PLB; 4URM; 4URO; 5BS3; 5D7D; 5D7R,,,,Staphylococcus aureus,DB00218; DB00365; DB00537; DB00685; DB01044; DB01051; DB01059; DB01137; DB01155; DB01165; DB01208; DB06771; DB09047; DB12924
2389,Rhesus blood group D antigen,RHD,150246790,AM491130,A6PZ59,A6PZ59_HUMAN,,,,,Humans,DB11597
2391,MecA,mecA,,AB063172,Q7DHH4,Q7DHH4_STAAU,,,,,Staphylococcus aureus,DB04918; DB14733
2392,Penicillin-binding protein 2x,pbpX,,AE005672,P14677,PBPX_STRPN,1PMD; 1QME; 1QMF; 1RP5; 2Z2L; 2Z2M; 2ZC3; 2ZC4,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01150; DB04918
2393,Peptidoglycan synthase FtsI,ftsI,,K00137,P0AD68,FTSI_ECOLI,,,,,Escherichia coli (strain K12),DB00229; DB00267; DB00274; DB00303; DB00355; DB00430; DB00438; DB00948; DB01053; DB01327; DB01328; DB01329; DB01331; DB01413; DB01415; DB01416; DB04570; DB16335
2396,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,,AJ251368,Q9NY47,CA2D2_HUMAN,,CACNA2D2,CACNA2D2,HGNC:1400,Humans,DB00270; DB01244
2398,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,5J03,KCNQ3,KCNQ3,HGNC:6297,Humans,DB04953
2402,Small ribosomal subunit protein uS2,RPSA,,J03799,P08865,RSSA_HUMAN,3BCH; 4UG0; 4V6X; 5A2Q; 5AJ0; 5FLX; 5LKS; 5OA3; 5T2C; 5VYC; 6FEC; 6G18; 6G4S; 6G51; 6G53; 6G5H; 6G5I; 6IP5; 6IP6; 6IP8; 6OLE; 6OLF; 6OLG; 6OLI; 6OLZ; 6OM0; 6OM7; 6QZP; 6XA1; 6Y0G; 6Y2L; 6Y57; 6YBD; 6YBW; 6Z6L; 6Z6M; 6Z6N; 6ZLW; 6ZM7; 6ZME; 6ZMI; 6ZMO; 6ZMT; 6ZMW; 6ZN5; 6ZOJ; 6ZOK; 6ZON; 6ZP4; 6ZUO; 6ZV6; 6ZVH; 6ZVJ; 6ZXD; 6ZXE; 6ZXF; 6ZXG; 6ZXH; 7A09; 7K5I; 7QP6; 7QP7; 7QVP; 7R4X; 7TQL; 7WTV; 7WTW; 7WTX; 7WTZ; 7WU0; 7XNX; 7XNY; 8G5Y; 8G5Z; 8G60; 8G61; 8G6J; 8GLP; 8IFD; 8IFE; 8JDJ; 8JDK; 8JDL; 8JDM; 8K2C; 8OZ0; 8PJ1; 8PJ2; 8PJ3; 8PJ4; 8PJ5; 8PJ6; 8PPK; 8PPL; 8QOI; 8RG0; 8T4S; 8XSX; 8XSY; 8XSZ; 8XXL; 8XXM; 8XXN; 8Y0W; 8Y0X; 8YOO; 8YOP; 9BKD; 9BLN,RPSA,RPSA,HGNC:6502,Humans,DB01421
2403,RNA-dependent RNA-polymerase,NS5b,,Z97730,O39930,O39930_9HEPC,,,,,Hepatitis C Virus,DB08934
2406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,Y10055,O00329,PK3CD_HUMAN,5DXU; 5M6U; 5T8F; 5UBT; 5VLR; 6G6W; 6OCO; 6OCU; 6PYR; 6PYU; 7JIS; 7LM2; 7LQ1; 8BCY; 8S3R,PIK3CD,PIK3CD,HGNC:8977,Humans,DB09054; DB11952; DB12483; DB14989; DB16217
2408,Tyrosine-protein kinase JAK2,JAK2,,AF058925,O60674,JAK2_HUMAN,2B7A; 2W1I; 2XA4; 3E62; 3E63; 3E64; 3FUP; 3IO7; 3IOK; 3JY9; 3KCK; 3KRR; 3LPB; 3Q32; 3RVG; 3TJC; 3TJD; 3UGC; 3ZMM; 4AQC; 4BBE; 4BBF; 4C61; 4C62; 4D0W; 4D0X; 4D1S; 4E4M; 4E6D; 4E6Q; 4F08; 4F09; 4FVP; 4FVQ; 4FVR; 4GFM; 4GMY; 4HGE; 4IVA; 4JI9; 4JIA; 4P7E; 4YTC; 4YTF; 4YTH; 4YTI; 4Z32; 4ZIM; 5AEP; 5CF4; 5CF5; 5CF6; 5CF8; 5HEZ; 5I4N; 5L3A; 5TQ3; 5TQ4; 5TQ5; 5TQ6; 5TQ7; 5TQ8; 5USY; 5USZ; 5UT0; 5UT1; 5UT2; 5UT3; 5UT4; 5UT5; 5UT6; 5WEV; 5WIJ; 5WIK; 5WIL; 5WIM; 5WIN; 6AAJ; 6BBV; 6BRW; 6BS0; 6BSS; 6D2I; 6DRW; 6E2P; 6E2Q; 6G3C; 6M9H; 6OAV; 6OBB; 6OBF; 6OBL; 6OCC; 6TPD; 6VGL; 6VN8; 6VNB; 6VNC; 6VNE; 6VNF; 6VNG; 6VNH; 6VNI; 6VNJ; 6VNK; 6VNL; 6VNM; 6VS3; 6VSN; 6WTN; 6WTO; 6WTP; 6WTQ; 6X8E; 6XJK; 7F7W; 7JYO; 7JYQ; 7LL4; 7LL5; 7Q7I; 7Q7K; 7Q7L; 7Q7W; 7REE; 7RN6; 7SZW; 7T0P; 7T1T; 7TEU; 7UYW; 8B8N; 8B8U; 8B99; 8B9E; 8B9H; 8BA2; 8BA3; 8BA4; 8BAB; 8BAK; 8BM2; 8BPV; 8BPW; 8BX6; 8BX9; 8BXC; 8BXH; 8C08; 8C09; 8C0A; 8CZ9; 8EX0; 8EX1; 8EX2; 8EXK; 8EYA; 8EYB; 8F88; 8G6Z; 8G8O; 8G8X,JAK2,JAK2,HGNC:6192,Humans,DB08877; DB08895; DB11697; DB11763; DB11817; DB12500; DB12645; DB13245; DB14973
2411,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,,X12949,P07949,RET_HUMAN,2IVS; 2IVT; 2IVU; 2IVV; 2X2K; 2X2L; 2X2M; 2X2U; 4CKI; 4CKJ; 4UX8; 5AMN; 5FM2; 5FM3; 6FEK; 6GL7; 6I82; 6I83; 6NE7; 6NEC; 6NJA; 6Q2J; 6Q2N; 6Q2O; 6Q2R; 6Q2S; 6VHG; 7DU8; 7DU9; 7DUA; 7JU5; 7JU6; 7NZN; 7RUN,RET,RET,HGNC:9967,Humans,DB00398; DB00619; DB05294; DB08875; DB08896; DB09078; DB15685; DB15822
2417,Protein kinase C delta type,PRKCD,,L07860,Q05655,KPCD_HUMAN,1YRK; 2YUU,PRKCD,PRKCD,HGNC:9399,Humans,DB05013
2420,Interleukin-4 receptor subunit alpha,IL4R,,X52425,P24394,IL4RA_HUMAN,1IAR; 1IRS; 3BPL; 3BPN; 3BPO; 5E4E; 6OEL; 6WGL; 8K4Q,IL4R,IL4R,HGNC:6015,Humans,DB12159
2422,Alpha-galactosidase A,GLA,,X05790,P06280,AGAL_HUMAN,1R46; 1R47; 3GXN; 3GXP; 3GXT; 3HG2; 3HG3; 3HG4; 3HG5; 3LX9; 3LXA; 3LXB; 3LXC; 3S5Y; 3S5Z; 3TV8; 4NXS; 6IBK; 6IBM; 6IBR; 6IBT; 8K7D; 8K7E; 8K7F; 8K7G; 8K7H; 8K7I; 8K7J; 8K7K; 8K7L; 9AVS,GLA,GLA,HGNC:4296,Humans,DB05018; DB14992
2425,DNA topoisomerase 2-beta,TOP2B,,X68060,Q02880,TOP2B_HUMAN,3QX3; 4G0U; 4G0V; 4G0W; 4J3N; 5GWI; 5GWJ; 5ZAD; 5ZEN; 5ZQF; 5ZRF; 7QFN; 7QFO; 7YQ8; 7ZBG; 8KE7,TOP2B,TOP2B,HGNC:11990,Humans,DB00276; DB00380; DB00385; DB00444; DB00445; DB00467; DB00487; DB00694; DB00779; DB00817; DB00827; DB00978; DB00997; DB01051; DB01177; DB01179; DB01204; DB06193
2426,Atrial natriuretic peptide receptor 3,NPR3,,X52282,P17342,ANPRC_HUMAN,1JDN; 1JDP; 1YK0; 1YK1,NPR3,NPR3,HGNC:7945,Humans,DB04899
2432,Sphingosine 1-phosphate receptor 5,S1PR5,,AF331840,Q9H228,S1PR5_HUMAN,7EW1; 7YXA,S1PR5,EDG8,HGNC:14299,Humans,DB08868; DB12612; DB14766
2436,Histamine N-methyltransferase,HNMT,,D16224,P50135,HNMT_HUMAN,1JQD; 1JQE; 2AOT; 2AOU; 2AOV; 2AOW; 2AOX,HNMT,HNMT,HGNC:5028,Humans,DB00613; DB01075
2437,Carbonic anhydrase 9,CA9,,X66839,Q16790,CAH9_HUMAN,2HKF; 3IAI; 5DVX; 5FL4; 5FL5; 5FL6; 6FE0; 6FE1; 6FE2; 6G98; 6G9U; 6QN2; 6QN5; 6QN6; 6QUT; 6RQN; 6RQQ; 6RQU; 6RQW; 6TL5; 6TL6; 6Y74; 7POM; 8CO0; 8Q18; 8Q19; 8Q1A,CA9,CA9,HGNC:1383,Humans,DB03255; DB11672; DB14086
2438,Interleukin-13,IL13,,X69079,P35225,IL13_HUMAN,1GA3; 1IJZ; 1IK0; 3BPO; 3G6D; 3L5W; 3L5X; 3LB6; 4I77; 4PS4; 5E4E; 5L6Y; 8BLQ,IL13,IL13,HGNC:5973,Humans,DB11914; DB12159; DB12169
2440,Plasma kallikrein,KLKB1,,M13143,P03952,KLKB1_HUMAN,2ANW; 2ANY; 4OGX; 4OGY; 5F8T; 5F8X; 5F8Z; 5TJX; 6I44; 6O1G; 6O1S; 6T7P; 7N7X; 7QOX; 8A3Q; 8FGX,KLKB1,KLKB1,HGNC:6371,Humans,DB05311; DB06404; DB09228; DB14597; DB15982
2441,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,,D50312,Q15842,KCNJ8_HUMAN,,KCNJ8,KCNJ8,HGNC:6269,Humans,DB00922; DB01154; DB01251
2442,Toll-like receptor 4,TLR4,,U93091,O00206,TLR4_HUMAN,2Z62; 2Z63; 2Z65; 2Z66; 3FXI; 3UL7; 3UL8; 3UL9; 3ULA; 4G8A; 5NAM; 5NAO,TLR4,TLR4,HGNC:11850,Humans,DB03017; DB13615
2443,Cytidine deaminase,CDA,,L27943,P32320,CDD_HUMAN,1MQ0,CDA,CDA,HGNC:1712,Humans,DB15694
2446,Epithelial cell adhesion molecule,EPCAM,,M32325,P16422,EPCAM_HUMAN,4MZV; 6I07,EPCAM,TACSTD1,HGNC:11529,Humans,DB09336
2447,Melanocyte-stimulating hormone receptor,MC1R,,X65634,Q01726,MSHR_HUMAN,7F4D; 7F4F; 7F4H; 7F4I,MC1R,MC1R,HGNC:6929,Humans,DB04931; DB11653
2449,Telomerase reverse transcriptase,TERT,,AF015950,O14746,TERT_HUMAN,2BCK; 4B18; 4MNQ; 5MEN; 5MEO; 5MEP; 5MEQ; 5MER; 5UGW; 7BG9; 7QXA; 7QXB; 7QXS; 7TRD; 7TRE; 7TRF; 7V99,TERT,TERT,HGNC:11730,Humans,DB00544; DB00997; DB04115; DB14909
2450,Ribonucleoside-diphosphate reductase subunit M2,RRM2,,X59618,P31350,RIR2_HUMAN,2UW2; 3OLJ; 3VPM; 3VPN; 3VPO,RRM2,RRM2,HGNC:10452,Humans,DB00242; DB00441; DB00631; DB01005
2458,Plasma protease C1 inhibitor,SERPING1,,X54486,P05155,IC1_HUMAN,2OAY; 5DU3; 5DUQ; 7AKV; 8W18,SERPING1,SERPING1,HGNC:1228,Humans,DB00203
2464,50S ribosomal protein L22,rplV,,AE005174,P61177,RL22_ECO57,,,,,Escherichia coli O157:H7,DB01369
2477,Carcinoembryonic antigen,,,Z21818,Q14081,Q14081_HUMAN,,,,,Humans,DB13979
2481,Granulocyte-macrophage colony-stimulating factor,CSF2,,M13207,P04141,CSF2_HUMAN,1CSG; 2GMF; 4NKQ; 4RS1; 5C7X; 5D70; 5D71; 5D72; 6BFQ; 6BFS,CSF2,CSF2,HGNC:2434,Humans,DB13896
9086,Cyclopropane mycolic acid synthase 3,pcaA,,,P9WPB3,CMAS3_MYCTU,1L1E,,,,Mycobacterium tuberculosis,DB05154
